Assembly Accession	Assembly Level	Organism Taxonomic ID
GCA_028982645.1	Contig	2954172
GCA_028982595.1	Contig	2954174
GCF_000987385.1	Contig	1045877
GCA_000987385.1	Contig	1045877
GCA_936929965.1	Contig	1164
GCF_039871975.1	Scaffold	3140764
GCA_039871975.1	Scaffold	3140764
GCA_036703225.1	Contig	3088172
GCA_019358915.1	Contig	2835091
GCA_015296085.1	Contig	2747804
GCF_001858025.1	Scaffold	1853259
GCA_001858025.1	Scaffold	1853259
GCF_009856605.1	Complete Genome	375899
GCA_009856605.1	Complete Genome	375899
GCF_014222145.1	Scaffold	2681313
GCA_014222145.1	Scaffold	2681313
GCF_020102815.1	Contig	2799915
GCA_020102815.1	Contig	2799915
GCF_014222135.1	Scaffold	2681314
GCA_014222135.1	Scaffold	2681314
GCF_000204075.1	Complete Genome	240292
GCA_000204075.1	Complete Genome	240292
GCF_014698355.1	Contig	2692885
GCA_014698355.1	Contig	2692885
GCF_014697155.1	Contig	2692886
GCA_014697155.1	Contig	2692886
GCF_014697165.1	Contig	1357506
GCA_014697165.1	Contig	1357506
GCF_014222245.1	Scaffold	2681318
GCA_014222245.1	Scaffold	2681318
GCF_014222155.1	Scaffold	2681315
GCA_014222155.1	Scaffold	2681315
GCF_002368015.1	Chromosome	1973479
GCA_002368015.1	Chromosome	1973479
GCF_014222225.1	Scaffold	2681317
GCA_014222225.1	Scaffold	2681317
GCF_003991935.1	Scaffold	447716
GCA_003991935.1	Scaffold	447716
GCF_014222125.1	Scaffold	2681316
GCA_014222125.1	Scaffold	2681316
GCF_026240635.1	Complete Genome	2016064
GCA_026240635.1	Complete Genome	2016064
GCF_036349135.1	Scaffold	2716417
GCA_036349135.1	Scaffold	2716417
GCA_030849005.1	Contig	3051167
GCF_002412335.2	Contig	2040638
GCA_002412335.2	Contig	2040638
GCA_043733735.1	Contig	3100380
GCF_021648855.2	Scaffold	2699888
GCF_963898095.1	Scaffold	2699888
GCA_021648855.2	Scaffold	2699888
GCA_963898095.1	Scaffold	2699888
GCF_015207505.1	Contig	1828663
GCF_963890355.1	Contig	1828663
GCA_015207505.1	Contig	1828663
GCA_963890355.1	Contig	1828663
GCF_015207345.1	Contig	1828665
GCF_963890365.1	Contig	1828665
GCA_015207345.1	Contig	1828665
GCA_963890365.1	Contig	1828665
GCF_015207295.1	Contig	1828668
GCA_015207295.1	Contig	1828668
GCF_015207285.1	Contig	1828671
GCA_015207285.1	Contig	1828671
GCA_001458455.1	Contig	75695
GCF_029891685.1	Contig	2971778
GCA_029891685.1	Contig	2971778
GCF_029891915.1	Contig	2971772
GCA_029891915.1	Contig	2971772
GCF_029891925.1	Contig	617116
GCA_029891925.1	Contig	617116
GCF_041928605.1	Contig	3342749
GCA_041928605.1	Contig	3342749
GCF_041928555.1	Contig	3342753
GCA_041928555.1	Contig	3342753
GCF_029891895.1	Contig	2971773
GCA_029891895.1	Contig	2971773
GCF_029891865.1	Contig	2971774
GCA_029891865.1	Contig	2971774
GCF_029891765.1	Contig	2971777
GCA_029891765.1	Contig	2971777
GCF_029891775.1	Contig	2740520
GCA_029891775.1	Contig	2740520
GCF_029891785.1	Contig	2740521
GCA_029891785.1	Contig	2740521
GCF_029891835.1	Contig	2971775
GCA_029891835.1	Contig	2971775
GCF_029891755.1	Contig	2971776
GCA_029891755.1	Contig	2971776
GCF_029891655.1	Contig	2971779
GCA_029891655.1	Contig	2971779
GCF_963920825.1	Contig	459674
GCF_963920845.1	Contig	459674
GCA_963920825.1	Contig	459674
GCA_963920845.1	Contig	459674
GCA_937926305.1	Contig	342450
GCA_937941595.1	Contig	342450
GCA_938030155.1	Contig	342450
GCA_964435315.1	Scaffold	342450
GCA_905479905.1	Contig	1827281
GCA_937893425.1	Contig	340706
GCA_943912925.1	Contig	309813
GCA_937884685.1	Contig	332972
GCA_937973965.1	Contig	332972
GCA_964242845.1	Scaffold	332972
GCA_964242965.1	Scaffold	332972
GCA_937128765.1	Contig	259957
GCA_964248365.1	Scaffold	259957
GCA_902805485.1	Scaffold	1267456
GCA_937127375.1	Contig	1267456
GCA_964474785.1	Scaffold	1267456
GCA_964574085.1	Scaffold	1267456
GCA_902463305.1	Contig	1211
GCA_902476935.1	Contig	1211
GCA_902490175.1	Contig	1211
GCA_902495495.1	Contig	1211
GCA_902495705.1	Contig	1211
GCA_903819605.1	Contig	1211
GCA_903819855.1	Contig	1211
GCA_903820775.1	Contig	1211
GCA_903823115.1	Contig	1211
GCA_903823255.1	Contig	1211
GCA_903823915.1	Contig	1211
GCA_903824565.1	Contig	1211
GCA_903825235.1	Contig	1211
GCA_903826595.1	Contig	1211
GCA_903831165.1	Contig	1211
GCA_903831835.1	Contig	1211
GCA_903832305.1	Contig	1211
GCA_903833365.1	Contig	1211
GCA_903833405.1	Contig	1211
GCA_903834055.1	Contig	1211
GCA_903834295.1	Contig	1211
GCA_903834545.1	Contig	1211
GCA_903835225.1	Contig	1211
GCA_903837195.1	Contig	1211
GCA_903838835.1	Contig	1211
GCA_903839885.1	Contig	1211
GCA_903844015.1	Contig	1211
GCA_903844875.1	Contig	1211
GCA_903845285.1	Contig	1211
GCA_903846105.1	Contig	1211
GCA_903848645.1	Contig	1211
GCA_903851825.1	Contig	1211
GCA_903853865.1	Contig	1211
GCA_903853885.1	Contig	1211
GCA_903854425.1	Contig	1211
GCA_903854545.1	Contig	1211
GCA_903856345.1	Contig	1211
GCA_903856805.1	Contig	1211
GCA_903858015.1	Contig	1211
GCA_903860165.1	Contig	1211
GCA_903862155.1	Contig	1211
GCA_903862385.1	Contig	1211
GCA_903863785.1	Contig	1211
GCA_903868535.1	Contig	1211
GCA_903869185.1	Contig	1211
GCA_903871345.1	Contig	1211
GCA_903871775.1	Contig	1211
GCA_903874925.1	Contig	1211
GCA_903880405.1	Contig	1211
GCA_903882285.1	Contig	1211
GCA_903885335.1	Contig	1211
GCA_903886085.1	Contig	1211
GCA_903887375.1	Contig	1211
GCA_903887905.1	Contig	1211
GCA_903889025.1	Contig	1211
GCA_903889765.1	Contig	1211
GCA_903890585.1	Contig	1211
GCA_903891715.1	Contig	1211
GCA_903894115.1	Contig	1211
GCA_903896845.1	Contig	1211
GCA_903900225.1	Contig	1211
GCA_903901415.1	Contig	1211
GCA_903903925.1	Contig	1211
GCA_903905275.1	Contig	1211
GCA_903908445.1	Contig	1211
GCA_903909335.1	Contig	1211
GCA_903911765.1	Contig	1211
GCA_903912765.1	Contig	1211
GCA_903913185.1	Contig	1211
GCA_903913405.1	Contig	1211
GCA_903914065.1	Contig	1211
GCA_903914445.1	Contig	1211
GCA_903915445.1	Contig	1211
GCA_903915915.1	Contig	1211
GCA_903917565.1	Contig	1211
GCA_903920275.1	Contig	1211
GCA_903921295.1	Contig	1211
GCA_903925095.1	Contig	1211
GCA_903925155.1	Contig	1211
GCA_903926245.1	Contig	1211
GCA_903926615.1	Contig	1211
GCA_903927015.1	Contig	1211
GCA_903928665.1	Contig	1211
GCA_903928835.1	Contig	1211
GCA_903931485.1	Contig	1211
GCA_903933625.1	Contig	1211
GCA_903934365.1	Contig	1211
GCA_903934745.1	Contig	1211
GCA_903934905.1	Contig	1211
GCA_903935205.1	Contig	1211
GCA_903935305.1	Contig	1211
GCA_903938055.1	Contig	1211
GCA_903945295.1	Contig	1211
GCA_903950115.1	Contig	1211
GCA_903953585.1	Contig	1211
GCA_903957605.1	Contig	1211
GCA_903960585.1	Contig	1211
GCA_903961585.1	Contig	1211
GCA_913047395.1	Contig	1211
GCA_913064895.1	Contig	1211
GCA_936920195.1	Contig	1211
GCA_937121005.1	Contig	1211
GCA_937128595.1	Contig	1211
GCA_937873355.1	Contig	1211
GCA_937880325.1	Contig	1211
GCA_937883785.1	Contig	1211
GCA_937888965.1	Contig	1211
GCA_937894105.1	Contig	1211
GCA_937898385.1	Contig	1211
GCA_937898515.1	Contig	1211
GCA_937899645.1	Contig	1211
GCA_937922745.1	Contig	1211
GCA_937936705.1	Contig	1211
GCA_937936735.1	Contig	1211
GCA_937944435.1	Contig	1211
GCA_937944885.1	Contig	1211
GCA_937951315.1	Contig	1211
GCA_937976025.1	Contig	1211
GCA_937976675.1	Contig	1211
GCA_937989915.1	Contig	1211
GCA_938021795.1	Contig	1211
GCA_938029995.1	Contig	1211
GCA_938030105.1	Contig	1211
GCA_938034985.1	Contig	1211
GCA_945483475.1	Contig	1211
GCA_945487905.1	Contig	1211
GCA_945836835.1	Contig	1211
GCA_945915515.1	Contig	1211
GCA_945948525.1	Contig	1211
GCA_946055405.1	Contig	1211
GCA_946186745.1	Contig	1211
GCA_946188095.1	Contig	1211
GCA_946221495.1	Contig	1211
GCA_946536495.1	Contig	1211
GCA_946537345.1	Contig	1211
GCA_946539755.1	Contig	1211
GCA_946543215.1	Contig	1211
GCA_946545285.1	Contig	1211
GCA_946611205.1	Contig	1211
GCA_947036525.1	Contig	1211
GCA_947073895.1	Contig	1211
GCA_947164695.1	Contig	1211
GCA_947164925.1	Contig	1211
GCA_947167465.1	Contig	1211
GCA_947347585.1	Contig	1211
GCA_947365025.1	Contig	1211
GCA_963695065.1	Contig	1211
GCA_963695785.1	Contig	1211
GCA_963697335.1	Contig	1211
GCA_963701535.1	Contig	1211
GCA_963702855.1	Complete Genome	1211
GCA_963703315.1	Complete Genome	1211
GCA_963704065.1	Contig	1211
GCA_963704945.1	Contig	1211
GCA_963706595.1	Complete Genome	1211
GCA_963710175.1	Contig	1211
GCA_963710605.1	Contig	1211
GCA_963711165.1	Contig	1211
GCA_963712415.1	Contig	1211
GCA_963718615.1	Complete Genome	1211
GCA_963719515.1	Contig	1211
GCA_963724445.1	Contig	1211
GCA_963731475.1	Contig	1211
GCA_963735515.1	Contig	1211
GCA_963736215.1	Contig	1211
GCA_963740265.1	Contig	1211
GCA_963740315.1	Contig	1211
GCA_963740915.1	Contig	1211
GCA_963744145.1	Contig	1211
GCA_963749915.1	Contig	1211
GCA_963750795.1	Contig	1211
GCA_963751555.1	Contig	1211
GCA_963765575.1	Contig	1211
GCA_963766075.1	Contig	1211
GCA_963766435.1	Contig	1211
GCA_963769395.1	Contig	1211
GCA_963772185.1	Contig	1211
GCA_963772205.1	Contig	1211
GCA_963772735.1	Contig	1211
GCA_963789215.1	Contig	1211
GCA_963793265.1	Contig	1211
GCA_963793425.1	Contig	1211
GCA_963793445.1	Contig	1211
GCA_963793495.1	Contig	1211
GCA_963796235.1	Contig	1211
GCA_963797815.1	Contig	1211
GCA_963799265.1	Contig	1211
GCA_963799375.1	Contig	1211
GCA_963799555.1	Contig	1211
GCA_963803535.1	Contig	1211
GCA_963803805.1	Contig	1211
GCA_963804415.1	Contig	1211
GCA_963807635.1	Contig	1211
GCA_963808265.1	Contig	1211
GCA_963821735.1	Contig	1211
GCA_963827495.1	Contig	1211
GCA_963829685.1	Contig	1211
GCA_963833005.1	Contig	1211
GCA_963833135.1	Contig	1211
GCA_963833405.1	Contig	1211
GCA_963836895.1	Contig	1211
GCA_963838355.1	Contig	1211
GCA_963838375.1	Contig	1211
GCA_963838725.1	Contig	1211
GCA_963840475.1	Contig	1211
GCA_963847745.1	Contig	1211
GCA_964409355.1	Scaffold	751952
GCA_937885435.1	Contig	326381
GCA_937919075.1	Contig	326381
GCA_937920355.1	Contig	326381
GCA_963923145.1	Contig	326381
GCA_964343525.1	Scaffold	326381
GCA_964396755.1	Scaffold	326381
GCA_964402615.1	Scaffold	326381
GCA_964420465.1	Contig	326381
GCA_964455575.1	Scaffold	326381
GCA_964492645.1	Scaffold	326381
GCA_964497755.1	Scaffold	326381
GCA_964531765.1	Scaffold	326381
GCA_964551845.1	Contig	326381
GCA_964581745.1	Scaffold	326381
GCA_964596075.1	Scaffold	326381
GCA_964621985.1	Scaffold	326381
GCA_964628165.1	Scaffold	326381
GCA_964346685.1	Scaffold	1416934
GCA_964463655.1	Scaffold	1416934
GCA_964489465.1	Scaffold	1416934
GCA_964493825.1	Scaffold	1416934
GCA_964617275.1	Scaffold	1416934
GCA_964477525.1	Scaffold	310502
GCA_964518905.1	Scaffold	310502
GCA_937930495.1	Contig	259955
GCA_937897665.1	Contig	170616
GCA_937899725.1	Contig	170616
GCA_964469985.1	Scaffold	170616
GCA_964522775.1	Scaffold	170616
GCA_964563415.1	Scaffold	170616
GCA_963921275.3	Chromosome	1007660
GCA_964442465.1	Scaffold	2953714
GCA_902805745.1	Contig	332963
GCA_937120705.1	Contig	332963
GCA_937899365.1	Contig	332963
GCA_963923075.1	Contig	332963
GCA_964242045.1	Scaffold	332963
GCA_964353225.1	Scaffold	332963
GCA_964404125.1	Scaffold	332963
GCA_964431105.1	Scaffold	332963
GCA_964439455.1	Scaffold	332963
GCA_964458345.1	Scaffold	332963
GCA_964522155.1	Scaffold	332963
GCA_938023035.1	Contig	2613920
GCA_964401105.1	Contig	332961
GCA_964434975.1	Scaffold	332961
GCA_964508945.1	Scaffold	332961
GCA_964571155.1	Scaffold	332961
GCA_938083405.1	Contig	2066534
GCA_902805765.1	Scaffold	259945
GCA_964588805.1	Scaffold	259945
GCA_964657555.1	Scaffold	259945
GCA_903837105.1	Contig	269212
GCA_903920075.1	Contig	269212
GCA_903869355.1	Contig	425022
GCA_903874415.1	Contig	425022
GCA_903889945.1	Contig	425022
GCA_903906145.1	Contig	425022
GCA_903908585.1	Contig	425022
GCA_903911355.1	Contig	425022
GCA_903912325.1	Contig	425022
GCF_937863485.1	Scaffold	340711
GCF_964237385.1	Scaffold	340711
GCF_964242865.1	Scaffold	340711
GCF_964244145.1	Scaffold	340711
GCF_964244915.1	Scaffold	340711
GCF_964245375.1	Scaffold	340711
GCF_964245445.1	Scaffold	340711
GCF_964245575.1	Scaffold	340711
GCF_964245805.1	Scaffold	340711
GCF_964245975.1	Scaffold	340711
GCF_964247095.1	Scaffold	340711
GCF_964247315.1	Scaffold	340711
GCF_964250135.1	Scaffold	340711
GCA_937863485.1	Scaffold	340711
GCA_964237385.1	Scaffold	340711
GCA_964242865.1	Scaffold	340711
GCA_964244145.1	Scaffold	340711
GCA_964244915.1	Scaffold	340711
GCA_964245375.1	Scaffold	340711
GCA_964245445.1	Scaffold	340711
GCA_964245575.1	Scaffold	340711
GCA_964245805.1	Scaffold	340711
GCA_964245975.1	Scaffold	340711
GCA_964247095.1	Scaffold	340711
GCA_964247315.1	Scaffold	340711
GCA_964250135.1	Scaffold	340711
GCA_964252385.1	Scaffold	340711
GCA_964252435.1	Scaffold	340711
GCA_964657265.1	Scaffold	340711
GCA_964658315.1	Scaffold	340711
GCA_964657935.1	Scaffold	417347
GCA_964546515.1	Scaffold	239739
GCA_903893625.1	Contig	156210
GCA_903908925.1	Contig	156210
GCA_964585905.1	Scaffold	1519447
GCA_964644215.1	Scaffold	259949
GCA_964402385.1	Scaffold	334537
GCA_937884735.1	Contig	511792
GCA_937924795.1	Contig	511792
GCA_937967965.1	Contig	511792
GCA_937980705.1	Contig	511792
GCA_938009895.1	Contig	511792
GCA_938015355.1	Contig	511792
GCA_963923005.1	Contig	511792
GCA_964393695.1	Scaffold	511792
GCA_964414915.1	Scaffold	511792
GCA_964430515.1	Contig	511792
GCA_964438415.1	Scaffold	511792
GCA_964441015.1	Scaffold	511792
GCA_964468145.1	Scaffold	511792
GCA_964488015.1	Contig	511792
GCA_964493565.1	Scaffold	511792
GCA_964501485.1	Scaffold	511792
GCA_964528585.1	Scaffold	511792
GCA_964549465.1	Scaffold	511792
GCA_964557795.1	Scaffold	511792
GCA_964558185.1	Scaffold	511792
GCA_964561565.1	Scaffold	511792
GCA_964606635.1	Contig	511792
GCA_964614405.1	Scaffold	511792
GCA_964654755.1	Scaffold	511792
GCF_902519915.1	Contig	159733
GCF_902521235.1	Contig	159733
GCF_902521405.1	Contig	159733
GCF_902522795.1	Contig	159733
GCF_902536725.1	Contig	159733
GCF_902595615.1	Contig	159733
GCF_902616385.1	Contig	159733
GCF_902622435.1	Contig	159733
GCF_902626525.1	Contig	159733
GCF_913031015.1	Contig	159733
GCF_963999815.1	Contig	159733
GCA_902510835.1	Contig	159733
GCA_902514845.1	Contig	159733
GCA_902515505.1	Contig	159733
GCA_902516365.1	Contig	159733
GCA_902517015.1	Contig	159733
GCA_902517845.1	Contig	159733
GCA_902517955.1	Contig	159733
GCA_902518475.1	Contig	159733
GCA_902519155.1	Contig	159733
GCA_902519185.1	Contig	159733
GCA_902519235.1	Contig	159733
GCA_902519535.1	Contig	159733
GCA_902519565.1	Contig	159733
GCA_902519705.1	Contig	159733
GCA_902519765.1	Contig	159733
GCA_902519915.1	Contig	159733
GCA_902520005.1	Contig	159733
GCA_902520365.1	Contig	159733
GCA_902520485.1	Contig	159733
GCA_902520935.1	Contig	159733
GCA_902520965.1	Contig	159733
GCA_902521125.1	Contig	159733
GCA_902521235.1	Contig	159733
GCA_902521405.1	Contig	159733
GCA_902521415.1	Contig	159733
GCA_902521665.1	Contig	159733
GCA_902521945.1	Contig	159733
GCA_902521995.1	Contig	159733
GCA_902522675.1	Contig	159733
GCA_902522745.1	Contig	159733
GCA_902522795.1	Contig	159733
GCA_902522905.1	Contig	159733
GCA_902523415.1	Contig	159733
GCA_902523935.1	Contig	159733
GCA_902524855.1	Contig	159733
GCA_902524975.1	Contig	159733
GCA_902525075.1	Contig	159733
GCA_902525125.1	Contig	159733
GCA_902525585.1	Contig	159733
GCA_902525905.1	Contig	159733
GCA_902526145.1	Contig	159733
GCA_902526435.1	Contig	159733
GCA_902527105.1	Contig	159733
GCA_902527755.1	Contig	159733
GCA_902528015.1	Contig	159733
GCA_902528325.1	Contig	159733
GCA_902532695.1	Contig	159733
GCA_902532915.1	Contig	159733
GCA_902533015.1	Contig	159733
GCA_902533935.1	Contig	159733
GCA_902534475.1	Contig	159733
GCA_902534615.1	Contig	159733
GCA_902534675.1	Contig	159733
GCA_902534685.1	Contig	159733
GCA_902534835.1	Contig	159733
GCA_902535025.1	Contig	159733
GCA_902535175.1	Contig	159733
GCA_902535185.1	Contig	159733
GCA_902535425.1	Contig	159733
GCA_902535525.1	Contig	159733
GCA_902535555.1	Contig	159733
GCA_902536265.1	Contig	159733
GCA_902536455.1	Contig	159733
GCA_902536545.1	Contig	159733
GCA_902536555.1	Contig	159733
GCA_902536725.1	Contig	159733
GCA_902536775.1	Contig	159733
GCA_902537005.1	Contig	159733
GCA_902537435.1	Contig	159733
GCA_902537445.1	Contig	159733
GCA_902537495.1	Contig	159733
GCA_902537825.1	Contig	159733
GCA_902537995.1	Contig	159733
GCA_902538045.1	Contig	159733
GCA_902538225.1	Contig	159733
GCA_902538355.1	Contig	159733
GCA_902538515.1	Contig	159733
GCA_902538785.1	Contig	159733
GCA_902539115.1	Contig	159733
GCA_902539515.1	Contig	159733
GCA_902539785.1	Contig	159733
GCA_902539985.1	Contig	159733
GCA_902541645.1	Contig	159733
GCA_902541835.1	Contig	159733
GCA_902541855.1	Contig	159733
GCA_902542035.1	Contig	159733
GCA_902542055.1	Contig	159733
GCA_902542205.1	Contig	159733
GCA_902542305.1	Contig	159733
GCA_902542595.1	Contig	159733
GCA_902543475.1	Contig	159733
GCA_902544495.1	Contig	159733
GCA_902545685.1	Contig	159733
GCA_902545745.1	Contig	159733
GCA_902545955.1	Contig	159733
GCA_902546555.1	Contig	159733
GCA_902546595.1	Contig	159733
GCA_902550485.1	Contig	159733
GCA_902551545.1	Contig	159733
GCA_902551645.1	Contig	159733
GCA_902552235.1	Contig	159733
GCA_902552965.1	Contig	159733
GCA_902553055.1	Contig	159733
GCA_902555385.1	Contig	159733
GCA_902557525.1	Contig	159733
GCA_902557665.1	Contig	159733
GCA_902558515.1	Contig	159733
GCA_902558895.1	Contig	159733
GCA_902559455.1	Contig	159733
GCA_902560875.1	Contig	159733
GCA_902561185.1	Contig	159733
GCA_902561345.1	Contig	159733
GCA_902561365.1	Contig	159733
GCA_902561415.1	Contig	159733
GCA_902561565.1	Contig	159733
GCA_902563005.1	Contig	159733
GCA_902563335.1	Contig	159733
GCA_902564035.1	Contig	159733
GCA_902564235.1	Contig	159733
GCA_902564255.1	Contig	159733
GCA_902564535.1	Contig	159733
GCA_902564695.1	Contig	159733
GCA_902565195.1	Contig	159733
GCA_902565305.1	Contig	159733
GCA_902565665.1	Contig	159733
GCA_902566175.1	Contig	159733
GCA_902567055.1	Contig	159733
GCA_902567285.1	Contig	159733
GCA_902568755.1	Contig	159733
GCA_902569085.1	Contig	159733
GCA_902569905.1	Contig	159733
GCA_902570585.1	Contig	159733
GCA_902570735.1	Contig	159733
GCA_902571145.1	Contig	159733
GCA_902571165.1	Contig	159733
GCA_902571305.1	Contig	159733
GCA_902571335.1	Contig	159733
GCA_902571455.1	Contig	159733
GCA_902571595.1	Contig	159733
GCA_902571615.1	Contig	159733
GCA_902571795.1	Contig	159733
GCA_902572065.1	Contig	159733
GCA_902572075.1	Contig	159733
GCA_902572195.1	Contig	159733
GCA_902572285.1	Contig	159733
GCA_902572595.1	Contig	159733
GCA_902572675.1	Contig	159733
GCA_902572785.1	Contig	159733
GCA_902572825.1	Contig	159733
GCA_902572915.1	Contig	159733
GCA_902573045.1	Contig	159733
GCA_902573135.1	Contig	159733
GCA_902573455.1	Contig	159733
GCA_902573565.1	Contig	159733
GCA_902573685.1	Contig	159733
GCA_902573715.1	Contig	159733
GCA_902573845.1	Contig	159733
GCA_902574315.1	Contig	159733
GCA_902574405.1	Contig	159733
GCA_902574425.1	Contig	159733
GCA_902574545.1	Contig	159733
GCA_902574585.1	Contig	159733
GCA_902575525.1	Contig	159733
GCA_902576415.1	Contig	159733
GCA_902577725.1	Contig	159733
GCA_902578435.1	Contig	159733
GCA_902578535.1	Contig	159733
GCA_902578845.1	Contig	159733
GCA_902580315.1	Contig	159733
GCA_902580925.1	Contig	159733
GCA_902580955.1	Contig	159733
GCA_902580985.1	Contig	159733
GCA_902581165.1	Contig	159733
GCA_902581715.1	Contig	159733
GCA_902582035.1	Contig	159733
GCA_902582185.1	Contig	159733
GCA_902582195.1	Contig	159733
GCA_902582565.1	Contig	159733
GCA_902582575.1	Contig	159733
GCA_902582995.1	Contig	159733
GCA_902583025.1	Contig	159733
GCA_902583265.1	Contig	159733
GCA_902583425.1	Contig	159733
GCA_902583845.1	Contig	159733
GCA_902583935.1	Contig	159733
GCA_902584105.1	Contig	159733
GCA_902584155.1	Contig	159733
GCA_902584725.1	Contig	159733
GCA_902584845.1	Contig	159733
GCA_902584875.1	Contig	159733
GCA_902586205.1	Contig	159733
GCA_902586725.1	Contig	159733
GCA_902587615.1	Contig	159733
GCA_902587995.1	Contig	159733
GCA_902588025.1	Contig	159733
GCA_902588035.1	Contig	159733
GCA_902589115.1	Contig	159733
GCA_902589575.1	Contig	159733
GCA_902590015.1	Contig	159733
GCA_902590355.1	Contig	159733
GCA_902590775.1	Contig	159733
GCA_902590805.1	Contig	159733
GCA_902591275.1	Contig	159733
GCA_902591685.1	Contig	159733
GCA_902591865.1	Contig	159733
GCA_902592295.1	Contig	159733
GCA_902592635.1	Contig	159733
GCA_902593695.1	Contig	159733
GCA_902594065.1	Contig	159733
GCA_902594875.1	Contig	159733
GCA_902595085.1	Contig	159733
GCA_902595095.1	Contig	159733
GCA_902595155.1	Contig	159733
GCA_902595175.1	Contig	159733
GCA_902595615.1	Contig	159733
GCA_902595995.1	Contig	159733
GCA_902596215.1	Contig	159733
GCA_902596265.1	Contig	159733
GCA_902596585.1	Contig	159733
GCA_902596945.1	Contig	159733
GCA_902597005.1	Contig	159733
GCA_902597705.1	Contig	159733
GCA_902597845.1	Contig	159733
GCA_902598035.1	Contig	159733
GCA_902598335.1	Contig	159733
GCA_902598505.1	Contig	159733
